CPT Codes,Procedure Code Category,Operative Procedure,Procedure Description,Procedure Code Descriptions
49402,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,Removal of peritoneal foreign body from peritoneal cavity
49412,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), open, intra-abdominal, intrapelvic, and/or retroperitoneum, including image guidance, if performed, single or multiple (List separately in No changeition to code for primary procedure)"
49419,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Insertion of tunneled intraperitoneal catheter, with subcutaneous port (ie, totally implantable)"
49421,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,"Insertion of tunneled intraperitoneal catheter for dialysis, open"
49425,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,Insertion of peritoneal-venous shunt
49426,XLAP,Exploratory laparotomy,Abdominal operations not involving the gastrointestinal tract or biliary system; includes diaphragmatic hernia repair through abdominal approach,Revision of peritoneal-venous shunt
49491,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair, initial inguinal hernia, preterm infant (younger than 37 weeks gestation at birth), performed from birth up to 50 weeks postconception age, with or without hydrocelectomy; reducible"
49492,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair, initial inguinal hernia, preterm infant (younger than 37 weeks gestation at birth), performed from birth up to 50 weeks postconception age, with or without hydrocelectomy; incarcerated or strangulated"
49495,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; reducible"
49496,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; incarcerated or strangulated"
49500,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; reducible"
49501,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair initial inguinal hernia, age 6 months to younger than 5 years, with or without hydrocelectomy; incarcerated or strangulated"
49505,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair initial inguinal hernia, age 5 years or older; reducible"
49507,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair initial inguinal hernia, age 5 years or older; incarcerated or strangulated"
49520,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair recurrent inguinal hernia, any age; reducible"
49521,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair recurrent inguinal hernia, any age; incarcerated or strangulated"
49525,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair inguinal hernia, sliding, any age"
49550,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair initial femoral hernia, any age; reducible"
49553,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair initial femoral hernia, any age; incarcerated or strangulated"
49555,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ",Repair recurrent femoral hernia; reducible
49557,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ",Repair recurrent femoral hernia; incarcerated or strangulated
49591,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair of anterior abdominal hernia(s) (ie, epigastric, incisional, ventral, umbilical, spigelian), any approach (ie, open, laparoscopic, robotic), initial, including mesh or other prosthesis when performed, total length of defect(s); less than 3 cm, reducible"
49592,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair of anterior abdominal hernia(s) (ie, epigastric, incisional, ventral, umbilical, spigelian), any approach (ie, open, laparoscopic, robotic), initial, including mesh or other prosthesis when performed, total length of defect(s); less than 3 cm, incarcerated"
49593,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair of anterior abdominal hernia(s) (ie, epigastric, incisional, ventral, umbilical, spigelian), any approach (ie, open, laparoscopic, robotic), initial, including mesh or other prosthesis when performed, total length of defect(s); 3 cm to 10 cm, reducible"
49594,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair of anterior abdominal hernia(s) (ie, epigastric, incisional, ventral, umbilical, spigelian), any approach (ie, open, laparoscopic, robotic), initial, including mesh or other prosthesis when performed, total length of defect(s); 3 cm to 10 cm, incarcerated"
49595,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair of anterior abdominal hernia(s) (ie, epigastric, incisional, ventral, umbilical, spigelian), any approach (ie, open, laparoscopic, robotic), initial, including mesh or other prosthesis when performed, total length of defect(s); greater than 10 cm, reducible"
49596,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair of anterior abdominal hernia(s) (ie, epigastric, incisional, ventral, umbilical, spigelian), any approach (ie, open, laparoscopic, robotic), initial, including mesh or other prosthesis when performed, total length of defect(s); greater than 10 cm, incarcerated"
49600,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ","Repair of small omphalocele, with primary closure"
49605,HER,Herniorrhaphy,"Repair of inguinal, femoral, umbilical, or  anterior abdominal wall hernia; does not include repair of diaphragmatic or hiatal hernia or hernias at other body sites ",Repair of large omphalocele or gastroschisis; with or without prosthesis
